trace,y,x,z,z_anomaly,code
1874,42.43359882,-8.637007516,3.290,2.350,pipe
1894,42.43359685,-8.637011388,3.291,2.489,pipe
1912,42.43359469,-8.63701486,3.358,2.750,pipe
1932,42.43359294,-8.637018995,3.290,2.617,pipe
1952,42.43359076,-8.637022966,3.334,2.563,pipe
1973,42.43358936,-8.63702788,3.245,,
1993,42.43358756,-8.637032252,3.335,,
2012,42.43358533,-8.637035892,3.153,,
2030,42.43358378,-8.637039598,3.149,,
2049,42.43358211,-8.637043503,3.202,,
2068,42.43358031,-8.637047525,3.223,,
2087,42.43357832,-8.63705138,3.208,,
2108,42.43357682,-8.637056388,3.258,,
2130,42.43357473,-8.637060914,3.239,,
2149,42.43357309,-8.637065218,3.308,,
2168,42.43357109,-8.637068938,3.247,,
2188,42.43356937,-8.637073145,3.285,,
2209,42.43356734,-8.63707753,3.283,,
2229,42.43356533,-8.637081934,3.296,,
2249,42.43356346,-8.637086023,3.294,,
2269,42.43356139,-8.637090057,3.281,2.847,defect
2288,42.43355975,-8.637094188,3.271,2.801,defect
2309,42.43355786,-8.637098258,3.294,2.782,defect
2331,42.43355565,-8.637102785,3.284,2.736,defect
2350,42.43355389,-8.637107112,3.284,2.710,defect
2368,42.43355216,-8.637110701,3.283,2.679,defect
2389,42.43355018,-8.637114947,3.293,2.659,defect
2412,42.43354805,-8.637119675,3.273,2.608,defect
2432,42.43354612,-8.637124061,3.289,2.602,defect
2451,42.43354423,-8.637127971,3.306,2.611,defect
2471,42.43354223,-8.637132167,3.300,,
2490,42.43354051,-8.637136144,3.306,,
2511,42.43353848,-8.637140368,3.288,,
2533,42.43353619,-8.637145001,3.311,,
2556,42.43353397,-8.637149598,3.308,2.624,defect
2577,42.43353172,-8.637154008,3.297,2.611,defect
2599,42.43352951,-8.637158424,3.316,2.630,defect
2620,42.43352741,-8.637162669,3.283,2.778,defect
2643,42.43352513,-8.63716746,3.311,2.779,defect
2665,42.43352304,-8.637171785,3.301,2.736,defect
2687,42.43352094,-8.637176305,3.296,2.742,defect
2708,42.43351872,-8.637180598,3.288,2.702,defect
2728,42.43351678,-8.637184781,3.291,2.699,defect
2748,42.43351477,-8.637188983,3.276,2.686,defect
2771,42.43351266,-8.637193452,3.291,2.656,defect
2793,42.43351061,-8.637198102,3.287,2.652,defect
2815,42.43350853,-8.637202636,3.301,,
2835,42.43350649,-8.637207006,3.292,,
2855,42.43350463,-8.637211108,3.290,,
2878,42.43350254,-8.637215611,3.298,,
2899,42.43350039,-8.637220113,3.302,,
2921,42.43349836,-8.637224665,3.297,,
2942,42.43349626,-8.63722903,3.294,,
2962,42.43349411,-8.637233033,3.325,,
2979,42.43349225,-8.637237067,3.313,,
2997,42.43349054,-8.63724056,3.322,3.231,bump
3015,42.43348864,-8.637244542,3.302,3.211,bump
3023,42.43348783,-8.637246483,3.312,3.221,bump
3025,42.43348746,-8.637247148,3.309,3.218,bump
3026,42.43348737,-8.63724742,3.306,3.215,bump
3027,42.43348729,-8.637247524,3.286,3.195,bump
3030,42.43348721,-8.637247525,3.276,3.185,bump
3040,42.43348619,-8.637249794,3.267,3.181,bump
3054,42.43348489,-8.637252366,3.261,3.181,bump
3073,42.43348328,-8.637256134,3.246,3.175,bump
3093,42.43348121,-8.63726031,3.258,3.194,bump
3114,42.43347908,-8.637264464,3.267,3.203,bump
3135,42.43347688,-8.637268639,3.248,3.184,bump
3157,42.43347465,-8.637273073,3.244,3.174,bump
3179,42.43347223,-8.637277433,3.215,3.140,bump
3199,42.43347005,-8.637281565,3.247,3.167,bump
3221,42.43346787,-8.6372858,3.237,3.151,bump
3241,42.43346554,-8.637289759,3.252,3.161,bump
3281,42.4334618,-8.637297977,3.203,3.101,bump
3301,42.43346,-8.637301701,3.218,3.099,bump
3319,42.43345782,-8.637304567,3.288,3.159,bump
3339,42.43345615,-8.637308838,3.306,3.171,bump
3353,42.43345429,-8.637312226,3.301,3.166,bump
3369,42.43345312,-8.63731555,3.328,3.193,bump
3393,42.43345099,-8.637320341,3.340,3.205,bump
3414,42.43344933,-8.637324955,3.303,3.168,bump
3432,42.43344779,-8.637329163,3.268,3.133,bump
3452,42.43344608,-8.637333099,3.273,3.144,bump
3469,42.43344446,-8.637337047,3.279,3.150,bump
3486,42.43344303,-8.637340736,3.289,3.160,bump
3501,42.43344162,-8.637343961,3.310,3.181,bump
3520,42.43344006,-8.63734766,3.311,3.187,bump
3537,42.43343847,-8.637351726,3.323,3.199,bump
3551,42.43343714,-8.637354741,3.337,3.218,bump
3566,42.43343595,-8.637358115,3.290,3.177,bump
3577,42.43343468,-8.637360894,3.263,3.155,bump
3597,42.43343311,-8.637364708,3.297,3.189,bump
3618,42.43343128,-8.637369191,3.212,3.112,bump
3641,42.43342928,-8.637374021,3.232,3.141,bump
3662,42.43342747,-8.637378544,3.222,3.140,bump
3682,42.43342559,-8.637382954,3.209,3.134,bump
3704,42.43342373,-8.637387523,3.238,3.174,bump
3722,42.43342212,-8.637391476,3.237,3.173,bump
3743,42.43342011,-8.637395546,3.228,3.164,bump
3763,42.43341861,-8.637399954,3.202,3.138,bump
3785,42.43341691,-8.637404305,3.202,3.138,bump
3806,42.43341505,-8.637408955,3.193,,
3825,42.43341324,-8.637412944,3.201,,
3845,42.43341155,-8.637417704,3.216,,
3866,42.43340981,-8.637422115,3.236,,
3888,42.4334079,-8.637426732,3.207,,
3910,42.43340642,-8.637431393,3.228,,
3929,42.43340485,-8.637435513,3.221,,
3950,42.4334032,-8.63744012,3.251,,
3969,42.43340165,-8.637444503,3.211,,
3989,42.4334002,-8.637448689,3.230,,
4007,42.43339863,-8.637452826,3.230,,
4025,42.43339715,-8.637456719,3.248,,
4042,42.43339582,-8.637460363,3.232,,
4057,42.43339428,-8.637464057,3.240,,
4073,42.4333932,-8.637467284,3.252,,
4090,42.4333919,-8.637471293,3.231,,
4101,42.43339094,-8.637473974,3.240,,
